ram,wl,RunTime(s),dbs,ld,nm,Throughput(ops/sec),RunTime(ms),lt,n,rf,t,nt
1GB,a,20.276,800,False,nodal, 493.19392385085814, 20276.0,1,3,1,2,vm
1GB,c,23.396,1000,False,nodal, 427.42349119507605, 23396.0,1,3,1,3,vm
1GB,c,27.186,500,False,nodal, 367.8363863753402, 27186.0,1,3,1,3,vm
1GB,f,38.758,800,False,nodal, 258.01124929046904, 38758.0,1,6,1,1,vm
1GB,a,1563.53,1000,True,nodal, 639.5783899253612, 1563530.0,1,6,1,3,vm
1GB,c,456.866,800,True,nodal, 1751.060486006838, 456866.0,1,1,1,3,vm
1GB,c,19.219,500,False,nodal, 520.3184348821479, 19219.0,1,1,1,4,vm
1GB,c,1245.581,800,True,nodal, 642.2705548655607, 1245581.0,1,6,1,4,vm
1GB,f,19.41,1000,False,nodal, 515.1983513652756, 19410.0,1,1,1,4,vm
1GB,c,28.108,1000,False,nodal, 355.7705991176889, 28108.0,1,6,1,4,vm
1GB,a,1091.856,1000,True,nodal, 915.8716900397122, 1091856.0,1,3,1,3,vm
1GB,f,182.084,500,True,nodal, 2745.9853693899518, 182084.0,1,1,1,1,vm
1GB,c,40.402,800,False,nodal, 247.51249938121876, 40402.0,1,6,1,4,vm
1GB,a,817.508,500,True,nodal, 611.6148098856524, 817508.0,1,6,1,5,vm
1GB,f,913.137,800,True,nodal, 876.1007384434099, 913137.0,1,3,1,2,vm
1GB,c,19.292,800,False,nodal, 518.3495749533486, 19292.0,1,3,1,3,vm
1GB,f,823.051,800,True,nodal, 971.9932300671526, 823051.0,1,3,1,4,vm
1GB,f,832.057,500,True,nodal, 600.9203696381378, 832057.0,1,6,1,2,vm
1GB,a,752.623,800,True,nodal, 1062.9491790710622, 752623.0,1,3,1,3,vm
1GB,f,459.005,800,True,nodal, 1742.9004041350313, 459005.0,1,1,1,5,vm
1GB,a,2111.346,500,True,eth, 236.81575639426225, 2111346.0,1,1,1,3,rp
1GB,a,67.275,500,False,eth, 148.64362690449647, 67275.0,1,1,1,1,rp
1GB,a,4452.766,1000,True,eth, 224.57950855715302, 4452766.0,1,1,1,1,rp
1GB,f,254.871,800,True,eth, 222.10451561770464, 254871.0,1,1,1,2,rp
1GB,f,102.634,500,False,eth, 97.43359900227995, 102634.0,1,1,1,1,rp
1GB,c,3516.513,800,True,eth, 227.49809257068011, 3516513.0,1,1,1,1,rp
1GB,a,12.386,1000,False,eth, 0.0, 12386.0,1,1,1,2,rp
1GB,f,4260.158,1000,True,eth, 234.73307797504225, 4260158.0,1,1,1,2,rp
1GB,a,1401.177,800,True,eth, 237.57455339332574, 1401177.0,1,1,1,3,rp
1GB,f,3527.082,800,True,eth, 226.81638816449404, 3527082.0,1,1,1,1,rp
1GB,f,2202.595,500,True,eth, 227.00496459857578, 2202595.0,1,1,1,2,rp
1GB,c,58.493,800,False,eth, 170.96062776742517, 58493.0,1,1,1,2,rp
1GB,a,2107.883,500,True,eth, 237.20481639635597, 2107883.0,1,1,1,1,rp
1GB,f,2103.957,500,True,eth, 237.64744241446, 2103957.0,1,1,1,3,rp
1GB,c,58.551,800,False,eth, 170.79127598162285, 58551.0,1,1,1,1,rp
1GB,c,68.736,500,False,eth, 145.48417132216014, 68736.0,1,1,1,1,rp
1GB,c,2166.737,500,True,eth, 230.76173988813593, 2166737.0,1,1,1,1,rp
1GB,a,12.387,800,False,eth, 0.0, 12387.0,1,1,1,2,rp
1GB,a,3493.959,800,True,eth, 228.9666249661201, 3493959.0,1,1,1,1,rp
1GB,a,75.589,500,False,eth, 132.2943814576195, 75589.0,1,1,1,2,rp
1GB,a,2539.01,800,True,eth, 222.96131169235252, 2539010.0,1,1,1,2,rp
1GB,f,79.91,800,False,eth, 125.14078338130396, 79910.0,1,1,1,1,rp
1GB,c,2102.102,500,True,eth, 237.85715441020463, 2102102.0,1,1,1,3,rp
1GB,c,4446.682,1000,True,eth, 224.8867807502313, 4446682.0,1,1,1,1,rp
1GB,c,3453.216,800,True,eth, 231.66810300890532, 3453216.0,1,1,1,2,rp
1GB,f,98.236,500,False,eth, 101.79567571969542, 98236.0,1,1,1,3,rp
1GB,c,2177.58,1000,True,eth, 230.78876551033716, 2177580.0,1,1,1,2,rp
1GB,a,2203.808,500,True,eth, 226.88001858601112, 2203808.0,1,1,1,2,rp
1GB,a,57.027,800,False,eth, 175.35553334385466, 57027.0,1,1,1,1,rp
1GB,c,70.893,500,False,eth, 141.05765026166193, 70893.0,1,1,1,3,rp
1GB,c,12.376,1000,False,eth, 0.0, 12376.0,1,1,1,2,rp
1GB,a,67.267,1000,False,eth, 148.66130494893486, 67267.0,1,1,1,1,rp
1GB,a,2189.292,1000,True,eth, 235.3578234424645, 2189292.0,1,1,1,2,rp
1GB,c,71.684,1000,False,eth, 139.50114390938006, 71684.0,1,1,1,1,rp
1GB,f,12.375,800,False,eth, 0.0, 12375.0,1,1,1,2,rp
1GB,f,4442.321,1000,True,eth, 225.10755076006438, 4442321.0,1,1,1,1,rp
1GB,c,2186.77,500,True,eth, 228.64773158585493, 2186770.0,1,1,1,2,rp
1GB,f,87.655,1000,False,eth, 114.08362329587588, 87655.0,1,1,1,2,rp
1GB,f,96.134,1000,False,eth, 104.02147003141448, 96134.0,1,1,1,1,rp
1GB,c,83.653,500,False,eth, 119.54143903984316, 83653.0,1,1,1,2,rp
1GB,a,71.148,500,False,eth, 140.55208860403667, 71148.0,1,1,1,3,rp
1GB,f,117.36,500,False,eth, 85.20790729379686, 117360.0,1,1,1,2,rp
1GB,f,2167.995,500,True,eth, 230.62783816383342, 2167995.0,1,1,1,1,rp
unk,e,332.0,1000,True,nodal, 3012.0481927710844, 332000.0,1,1,1,2,vm
4GB_wle_dbs1000_rf1_t2_lt1_ld,e,333.728,1000,True,nodal, 2996.452200594496, 333728.0,1,1,1,2,vm
4GB_wla_dbs1000_rf1_t4_lt1_run,a,14.421,1000,False,nodal, 693.4331877123639, 14421.0,1,6,1,4,vm
unk,e,47.4,1000,False,nodal, 210.9704641350211, 47400.0,1,3,1,4,vm
4GB_wlc_dbs1000_rf1_t1_lt1_run,c,12.484,1000,False,nodal, 801.0253123998718, 12484.0,1,3,1,1,vm
unk,a,15.255,1000,False,nodal, 655.5227794165847, 15255.0,1,1,1,4,vm
unk,e,47.87,1000,False,nodal, 208.89910173386255, 47870.0,1,3,1,5,vm
unk,c,16.077,1000,False,nodal, 622.0065932698886, 16077.0,1,1,1,3,vm
4GB_wla_dbs1000_rf1_t5_lt1_run,a,6.38,1000,False,nodal, 1567.398119122257, 6380.0,1,1,1,5,vm
unk,c,16.55,1000,False,nodal, 604.2296072507553, 16550.0,1,1,1,2,vm
4GB_wle_dbs1000_rf1_t1_lt1_run,e,29.663,1000,False,nodal, 337.12031824158043, 29663.0,1,1,1,1,vm
4GB_wlc_dbs1000_rf1_t5_lt1_ld,c,335.207,1000,True,nodal, 2983.2312571038196, 335207.0,1,1,1,5,vm
unk,a,149.606,1000,True,nodal, 1170.8955523174204, 149606.0,1,3,1,1,vm
4GB_wla_dbs1000_rf1_t3_lt1_ld,a,623.277,1000,True,nodal, 1604.423073529105, 623277.0,1,3,1,3,vm
4GB_wlc_dbs1000_rf1_t1_lt1_run,c,6.513,1000,False,nodal, 1535.3907569476432, 6513.0,1,1,1,1,vm
unk,c,15.992,1000,False,nodal, 625.312656328164, 15992.0,1,1,1,4,vm
1GB_wle_dbs1000_rf1_t4_lt1_run,e,74.733,1000,False,nodal, 133.80969585056133, 74733.0,1,6,1,4,vm
unk,e,669.335,1000,True,nodal, 1494.0201842126887, 669335.0,1,3,1,2,vm
4GB_wlc_dbs1000_rf1_t1_lt1_ld,c,617.735,1000,True,nodal, 1618.817130322873, 617735.0,1,3,1,1,vm
4GB_wlc_dbs1000_rf1_t5_lt1_ld,c,620.127,1000,True,nodal, 1612.5729084526233, 620127.0,1,3,1,5,vm
4GB_wla_dbs1000_rf1_t4_lt1_ld,a,332.259,1000,True,nodal, 3009.700263950713, 332259.0,1,1,1,4,vm
4GB_wla_dbs1000_rf1_t3_lt1_ld,a,997.673,1000,True,nodal, 1002.3324275589297, 997673.0,1,6,1,3,vm
4GB_wle_dbs1000_rf1_t4_lt1_ld,e,624.606,1000,True,nodal, 1601.0092762477466, 624606.0,1,3,1,4,vm
4GB_wla_dbs1000_rf1_t1_lt1_run,a,6.359,1000,False,nodal, 1572.5743041358703, 6359.0,1,1,1,1,vm
4GB_wla_dbs1000_rf1_t2_lt1_ld,a,619.709,1000,True,nodal, 1613.6606052195466, 619709.0,1,3,1,2,vm
4GB_wle_dbs1000_rf1_t5_lt1_run,e,32.251,1000,False,nodal, 310.0679048711668, 32251.0,1,1,1,5,vm
4GB_wle_dbs1000_rf1_t1_lt1_run,e,24.237,1000,False,nodal, 412.59231753104757, 24237.0,1,3,1,1,vm
4GB_wlc_dbs1000_rf1_t2_lt1_ld,c,334.545,1000,True,nodal, 2989.1344961066525, 334545.0,1,1,1,2,vm
4GB_wlc_dbs1000_rf1_t4_lt1_ld,c,334.174,1000,True,nodal, 2992.45303344964, 334174.0,1,1,1,4,vm
4GB_wla_dbs1000_rf1_t5_lt1_run,a,9.776,1000,False,nodal, 1022.9132569558102, 9776.0,1,3,1,5,vm
unk,c,23.435,1000,False,nodal, 426.7121826328142, 23435.0,1,3,1,4,vm
unk,e,333.542,1000,True,nodal, 2998.1231748925175, 333542.0,1,1,1,1,vm
unk,c,682.04,1000,True,nodal, 1466.189666295232, 682040.0,1,3,1,2,vm
4GB_wlc_dbs1000_rf1_t2_lt1_ld,c,1068.237,1000,True,nodal, 936.1218531093756, 1068237.0,1,6,1,2,vm
4GB_wle_dbs1000_rf1_t4_lt1_ld,e,336.593,1000,True,nodal, 2970.9471082286323, 336593.0,1,1,1,4,vm
4GB_wle_dbs1000_rf1_t2_lt1_ld,e,1033.961,1000,True,nodal, 967.1544671414106, 1033961.0,1,6,1,2,vm
unk,c,64.762,1000,False,nodal, 154.41153763009171, 64762.0,1,3,1,5,vm
unk,c,192.33,1000,False,nodal, 51.99396869963084, 192330.0,1,1,1,1,vm
unk,a,328.509,1000,True,nodal, 3044.056631629575, 328509.0,1,1,1,3,vm
4GB_wle_dbs1000_rf1_t2_lt1_run,e,24.19,1000,False,nodal, 413.39396444811905, 24190.0,1,3,1,2,vm
1GB_wle_dbs1000_rf1_t2_lt1_ld,e,1065.418,1000,True,nodal, 938.5987471583923, 1065418.0,1,6,1,2,vm
unk,a,376.778,1000,True,nodal, 2654.082775533603, 376778.0,1,1,1,1,vm
unk,c,673.291,1000,True,nodal, 1485.2418939210534, 673291.0,1,3,1,4,vm
4GB_wla_dbs1000_rf1_t4_lt1_run,a,6.38,1000,False,nodal, 1567.398119122257, 6380.0,1,1,1,4,vm
unk,a,19.276,1000,False,nodal, 518.7798298402158, 19276.0,1,3,1,1,vm
4GB_wlc_dbs1000_rf1_t2_lt1_run,c,6.328,1000,False,nodal, 1580.2781289506954, 6328.0,1,1,1,2,vm
unk,e,685.751,1000,True,nodal, 1458.255255916506, 685751.0,1,3,1,4,vm
4GB_wla_dbs1000_rf1_t1_lt1_run,a,10.985,1000,False,nodal, 910.3322712790168, 10985.0,1,3,1,1,vm
4GB_wle_dbs1000_rf1_t3_lt1_ld,e,334.923,1000,True,nodal, 2985.7609062381503, 334923.0,1,1,1,3,vm
4GB_wlc_dbs1000_rf1_t1_lt1_ld,c,1078.127,1000,True,nodal, 927.534511240327, 1078127.0,1,6,1,1,vm
4GB_wlc_dbs1000_rf1_t5_lt1_run,c,6.492,1000,False,nodal, 1540.3573629081948, 6492.0,1,1,1,5,vm
unk,e,53.897,1000,False,nodal, 185.53908380800416, 53897.0,1,3,1,2,vm
1GB_wle_dbs1000_rf1_t4_lt1_ld,e,1050.983,1000,True,nodal, 951.4901763396743, 1050983.0,1,6,1,4,vm
4GB_wla_dbs1000_rf1_t2_lt1_run,a,6.309,1000,False,nodal, 1585.0372483753367, 6309.0,1,1,1,2,vm
unk,c,671.003,1000,True,nodal, 1490.3063026543846, 671003.0,1,3,1,3,vm
unk,e,537.427,1000,True,nodal, 1342.9730921594933, 537427.0,1,3,1,1,vm
unk,c,16.151,1000,False,nodal, 619.1567085629373, 16151.0,1,1,1,5,vm
4GB_wle_dbs1000_rf1_t5_lt1_ld,e,1009.674,1000,True,nodal, 990.4186895968402, 1009674.0,1,6,1,5,vm
4GB_wla_dbs1000_rf1_t3_lt1_run,a,9.973,1000,False,nodal, 1002.7073097362879, 9973.0,1,3,1,3,vm
unk,c,376.39,1000,True,nodal, 1432.585881665294, 376390.0,1,3,1,5,vm
4GB_wle_dbs1000_rf1_t4_lt1_run,e,24.183,1000,False,nodal, 413.51362527395275, 24183.0,1,3,1,4,vm
4GB_wlc_dbs1000_rf1_t4_lt1_run,c,9.639,1000,False,nodal, 1037.4520178441746, 9639.0,1,3,1,4,vm
unk,c,23.714,1000,False,nodal, 421.69182761238085, 23714.0,1,3,1,3,vm
4GB_wlc_dbs1000_rf1_t4_lt1_run,c,6.286,1000,False,nodal, 1590.836780146357, 6286.0,1,1,1,4,vm
unk,e,329.362,1000,True,nodal, 3036.172964701453, 329362.0,1,1,1,5,vm
unk,e,713.901,1000,True,nodal, 1400.7544463448014, 713901.0,1,3,1,5,vm
unk,c,332.673,1000,True,nodal, 3005.954796451771, 332673.0,1,1,1,4,vm
unk,a,66.475,1000,False,nodal, 150.43249341857842, 66475.0,1,3,1,2,vm
4GB_wlc_dbs1000_rf1_t4_lt1_ld,c,622.771,1000,True,nodal, 1605.7266635729666, 622771.0,1,3,1,4,vm
unk,a,0.276,1000,False,nodal, 0.0, 276.0,1,2,1,4,vm
4GB_wlc_dbs1000_rf1_t3_lt1_run,c,9.964,1000,False,nodal, 1003.6130068245684, 9964.0,1,3,1,3,vm
4GB_wla_dbs1000_rf1_t5_lt1_ld,a,332.202,1000,True,nodal, 3010.216675396295, 332202.0,1,1,1,5,vm
4GB_wla_dbs1000_rf1_t2_lt1_run,a,10.332,1000,False,nodal, 967.8668215253581, 10332.0,1,3,1,2,vm
unk,a,27.984,1000,False,nodal, 357.347055460263, 27984.0,1,3,1,4,vm
4GB_wlc_dbs1000_rf1_t1_lt1_ld,c,340.833,1000,True,nodal, 2933.9881994994616, 340833.0,1,1,1,1,vm
4GB_wle_dbs1000_rf1_t3_lt1_run,e,27.165,1000,False,nodal, 368.1207436039021, 27165.0,1,1,1,3,vm
unk,a,22.507,1000,False,nodal, 444.30621584395965, 22507.0,1,3,1,5,vm
unk,c,29.054,1000,False,nodal, 344.18668685895227, 29054.0,1,3,1,1,vm
4GB_wle_dbs1000_rf1_t3_lt1_run,e,23.952,1000,False,nodal, 417.50167000668, 23952.0,1,3,1,3,vm
4GB_wle_dbs1000_rf1_t1_lt1_ld,e,1061.639,1000,True,nodal, 941.9397742547137, 1061639.0,1,6,1,1,vm
4GB_wlc_dbs1000_rf1_t3_lt1_run,c,6.33,1000,False,nodal, 1579.778830963665, 6330.0,1,1,1,3,vm
unk,a,666.342,1000,True,nodal, 1500.7308559268363, 666342.0,1,3,1,3,vm
unk,a,51.253,1000,False,nodal, 195.11053011531033, 51253.0,1,1,1,1,vm
4GB_wla_dbs1000_rf1_t2_lt1_ld,a,1068.16,1000,True,nodal, 936.1893349310965, 1068160.0,1,6,1,2,vm
4GB_wlc_dbs1000_rf1_t2_lt1_run,c,20.581,1000,False,nodal, 485.8850395996307, 20581.0,1,6,1,2,vm
4GB_wla_dbs1000_rf1_t1_lt1_ld,a,1116.369,1000,True,nodal, 895.76116857419, 1116369.0,1,6,1,1,vm
4GB_wle_dbs1000_rf1_t4_lt1_run,e,30.894,1000,False,nodal, 323.6874474007898, 30894.0,1,1,1,4,vm
unk,e,393.691,1000,False,nodal, 25.400631459698086, 393691.0,1,1,1,5,vm
unk,c,334.422,1000,True,nodal, 2990.2338960953525, 334422.0,1,1,1,3,vm
1GB_wle_dbs1000_rf1_t1_lt1_ld,e,1206.859,1000,True,nodal, 828.5972097817557, 1206859.0,1,6,1,1,vm
unk,e,429.216,1000,False,nodal, 23.298292701110864, 429216.0,1,1,1,2,vm
unk,a,19.453,1000,False,nodal, 514.0595280933533, 19453.0,1,1,1,2,vm
unk,c,717.586,1000,True,nodal, 1393.5611898782863, 717586.0,1,3,1,1,vm
4GB_wla_dbs1000_rf1_t1_lt1_ld,a,617.978,1000,True,nodal, 1618.1805824802825, 617978.0,1,3,1,1,vm
4GB_wla_dbs1000_rf1_t2_lt1_ld,a,332.485,1000,True,nodal, 3007.6544806532625, 332485.0,1,1,1,2,vm
1GB_wle_dbs1000_rf1_t5_lt1_run,e,74.699,1000,False,nodal, 133.87060067738523, 74699.0,1,6,1,5,vm
4GB_wla_dbs1000_rf1_t4_lt1_run,a,10.051,1000,False,nodal, 994.9258780220873, 10051.0,1,3,1,4,vm
unk,e,330.268,1000,True,nodal, 3027.844053919847, 330268.0,1,1,1,4,vm
unk,a,332.48,1000,True,nodal, 3007.699711260828, 332480.0,1,1,1,2,vm
4GB_wla_dbs1000_rf1_t3_lt1_ld,a,331.346,1000,True,nodal, 3017.993275910981, 331346.0,1,1,1,3,vm
4GB_wle_dbs1000_rf1_t5_lt1_run,e,31.21,1000,False,nodal, 320.41012495994875, 31210.0,1,6,1,5,vm
4GB_wle_dbs1000_rf1_t5_lt1_run,e,23.71,1000,False,nodal, 421.76296921130324, 23710.0,1,3,1,5,vm
unk,a,327.615,1000,True,nodal, 3052.363292279047, 327615.0,1,1,1,4,vm
4GB_wlc_dbs1000_rf1_t4_lt1_run,c,14.247,1000,False,nodal, 701.9021548396154, 14247.0,1,6,1,4,vm
4GB_wle_dbs1000_rf1_t3_lt1_ld,e,992.676,1000,True,nodal, 1007.3780367410917, 992676.0,1,6,1,3,vm
4GB_wlc_dbs1000_rf1_t4_lt1_ld,c,993.517,1000,True,nodal, 1006.5253035428684, 993517.0,1,6,1,4,vm
4GB_wle_dbs1000_rf1_t5_lt1_ld,e,629.13,1000,True,nodal, 1589.4966064247453, 629130.0,1,3,1,5,vm
4GB_wle_dbs1000_rf1_t1_lt1_ld,e,621.194,1000,True,nodal, 1609.803056694044, 621194.0,1,3,1,1,vm
1GB_wle_dbs1000_rf1_t1_lt1_run,e,150.491,1000,False,nodal, 66.44915642795915, 150491.0,1,6,1,1,vm
4GB_wla_dbs1000_rf1_t5_lt1_run,a,14.13,1000,False,nodal, 707.7140835102618, 14130.0,1,6,1,5,vm
4GB_wla_dbs1000_rf1_t2_lt1_run,a,20.705,1000,False,nodal, 482.97512678097075, 20705.0,1,6,1,2,vm
4GB_wle_dbs1000_rf1_t3_lt1_run,e,31.957,1000,False,nodal, 312.9204869042776, 31957.0,1,6,1,3,vm
1GB_wle_dbs1000_rf1_t5_lt1_ld,e,1052.059,1000,True,nodal, 950.5170337405032, 1052059.0,1,6,1,5,vm
unk,a,751.97,1000,True,nodal, 1329.8402861816296, 751970.0,1,3,1,2,vm
1GB_wle_dbs1000_rf1_t3_lt1_ld,e,1051.186,1000,True,nodal, 951.3064291191092, 1051186.0,1,6,1,3,vm
4GB_wla_dbs1000_rf1_t4_lt1_ld,a,624.549,1000,True,nodal, 1601.155393732117, 624549.0,1,3,1,4,vm
unk,e,139.923,1000,False,nodal, 71.46787876189047, 139923.0,1,3,1,1,vm
4GB_wla_dbs1000_rf1_t1_lt1_run,a,25.582,1000,False,nodal, 390.89985145805645, 25582.0,1,6,1,1,vm
unk,e,331.89,1000,True,nodal, 3013.046491307361, 331890.0,1,1,1,3,vm
4GB_wla_dbs1000_rf1_t4_lt1_ld,a,991.952,1000,True,nodal, 1008.1132958046358, 991952.0,1,6,1,4,vm
unk,c,22.853,1000,False,nodal, 437.5793112501641, 22853.0,1,3,1,2,vm
unk,e,466.524,1000,False,nodal, 21.43512445233257, 466524.0,1,1,1,1,vm
4GB_wlc_dbs1000_rf1_t2_lt1_run,c,9.78,1000,False,nodal, 1022.4948875255624, 9780.0,1,3,1,2,vm
unk,a,328.692,1000,True,nodal, 3042.3618463485573, 328692.0,1,1,1,5,vm
4GB_wla_dbs1000_rf1_t3_lt1_run,a,16.527,1000,False,nodal, 605.070490712168, 16527.0,1,6,1,3,vm
4GB_wle_dbs1000_rf1_t2_lt1_ld,e,620.44,1000,True,nodal, 1611.759396557282, 620440.0,1,3,1,2,vm
4GB_wlc_dbs1000_rf1_t3_lt1_ld,c,984.658,1000,True,nodal, 1015.5810443829228, 984658.0,1,6,1,3,vm
4GB_wle_dbs1000_rf1_t2_lt1_run,e,27.552,1000,False,nodal, 362.9500580720093, 27552.0,1,1,1,2,vm
4GB_wlc_dbs1000_rf1_t3_lt1_ld,c,620.727,1000,True,nodal, 1611.014181757842, 620727.0,1,3,1,3,vm
4GB_wlc_dbs1000_rf1_t1_lt1_run,c,20.727,1000,False,nodal, 482.4624885415159, 20727.0,1,6,1,1,vm
4GB_wlc_dbs1000_rf1_t5_lt1_ld,c,987.091,1000,True,nodal, 1013.0778215990217, 987091.0,1,6,1,5,vm
4GB_wlc_dbs1000_rf1_t3_lt1_run,c,14.607,1000,False,nodal, 684.6032724036421, 14607.0,1,6,1,3,vm
4GB_wle_dbs1000_rf1_t2_lt1_run,e,33.675,1000,False,nodal, 296.9561989606533, 33675.0,1,6,1,2,vm
4GB_wle_dbs1000_rf1_t1_lt1_run,e,42.811,1000,False,nodal, 233.58482632968162, 42811.0,1,6,1,1,vm
unk,c,328.81,1000,True,nodal, 3041.2700343663514, 328810.0,1,1,1,2,vm
unk,c,331.976,1000,True,nodal, 3012.2659469359232, 331976.0,1,1,1,5,vm
1GB_wle_dbs1000_rf1_t2_lt1_run,e,98.552,1000,False,nodal, 101.46927510349866, 98552.0,1,6,1,2,vm
4GB_wle_dbs1000_rf1_t4_lt1_ld,e,986.793,1000,True,nodal, 1013.3837593091965, 986793.0,1,6,1,4,vm
unk,a,677.662,1000,True,nodal, 1475.6619081489002, 677662.0,1,3,1,4,vm
4GB_wla_dbs1000_rf1_t5_lt1_ld,a,619.986,1000,True,nodal, 1612.9396470242878, 619986.0,1,3,1,5,vm
unk,e,401.334,1000,False,nodal, 24.916902131391808, 401334.0,1,1,1,3,vm
unk,c,357.161,1000,True,nodal, 2799.857767225425, 357161.0,1,1,1,1,vm
4GB_wla_dbs1000_rf1_t1_lt1_ld,a,328.683,1000,True,nodal, 3042.4451523200164, 328683.0,1,1,1,1,vm
unk,a,25.916,1000,False,nodal, 385.8620157431702, 25916.0,1,3,1,3,vm
unk,e,668.366,1000,True,nodal, 1496.1862213218506, 668366.0,1,3,1,3,vm
4GB_wle_dbs1000_rf1_t4_lt1_run,e,31.325,1000,False,nodal, 319.2338387869114, 31325.0,1,6,1,4,vm
4GB_wle_dbs1000_rf1_t5_lt1_ld,e,333.542,1000,True,nodal, 2998.1231748925175, 333542.0,1,1,1,5,vm
unk,a,665.656,1000,True,nodal, 1502.277452618169, 665656.0,1,3,1,5,vm
unk,a,16.547,1000,False,nodal, 604.3391551338611, 16547.0,1,1,1,5,vm
4GB_wlc_dbs1000_rf1_t2_lt1_ld,c,622.666,1000,True,nodal, 1605.9974368280907, 622666.0,1,3,1,2,vm
4GB_wle_dbs1000_rf1_t1_lt1_ld,e,332.696,1000,True,nodal, 3005.7469882415176, 332696.0,1,1,1,1,vm
4GB_wlc_dbs1000_rf1_t3_lt1_ld,c,334.396,1000,True,nodal, 2990.466393138674, 334396.0,1,1,1,3,vm
4GB_wlc_dbs1000_rf1_t5_lt1_run,c,14.516,1000,False,nodal, 688.8950124001102, 14516.0,1,6,1,5,vm
4GB_wlc_dbs1000_rf1_t5_lt1_run,c,9.758,1000,False,nodal, 1024.8001639680263, 9758.0,1,3,1,5,vm
unk,e,401.752,1000,False,nodal, 24.890977518469104, 401752.0,1,1,1,4,vm
4GB_wla_dbs1000_rf1_t3_lt1_run,a,6.178,1000,False,nodal, 1618.6468112657817, 6178.0,1,1,1,3,vm
1GB_wle_dbs1000_rf1_t3_lt1_run,e,79.502,1000,False,nodal, 125.78299916983221, 79502.0,1,6,1,3,vm
unk,a,16.158,1000,False,nodal, 618.8884762965714, 16158.0,1,1,1,3,vm
4GB_wle_dbs1000_rf1_t3_lt1_ld,e,619.696,1000,True,nodal, 1613.6944566368027, 619696.0,1,3,1,3,vm
4GB_wla_dbs1000_rf1_t5_lt1_ld,a,984.159,1000,True,nodal, 1016.0959763615432, 984159.0,1,6,1,5,vm
unk,e,50.712,1000,False,nodal, 197.19198611768417, 50712.0,1,3,1,3,vm
